区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
广西·河池·巴马县,百鸟岩,2777788556,自然风光,,热度 0.82,广西壮族自治区河池市巴马县甲篆乡烈屯西北面的漠斋山下,百鸟岩是大自然几亿年来的“杰作”,"107.125408,24.233085"
广西·河池·巴马县,巴马水晶宫,3441421165,公园,4A景区,热度 0.72,广西壮族自治区河池巴马瑶族自治县大洛村巴马水晶宫,国内罕见的珍稀溶洞，极具观赏、研究价值,"107.017951,24.309773"
广西·河池·巴马县,百魔洞,2873903397,公园,,热度 0.86,广西省河池市巴马瑶族自治县甲篆乡,该洞集天下岩洞之美于一身,"107.109485,24.305278"
广西·河池·都安县,三岛湾国际度假区,613051684,农家度假,,热度 0.0,广西河池都安瑶族自治县地苏镇兴利村红水河边,自治区层面统筹推进重大旅游项目,"108.074991,23.806839"
广西·河池·凤山县,三门海天窗群景区,3811268947,自然风光,,热度 0.0,广西省河池市凤山县袍里乡坡心村,水游天坑景区,"107.044014,24.41472"
广西·河池·宜州市,宜州刘三姐故里旅游区,3205809219,文化古迹,4A景区,热度 0.0,广西壮族自治区河池宜州市,独特的刘三姐风情文化，旖旎的自然风光,"108.645991,24.507116"
广西·贺州·八步区,姑婆山,3177334510,自然风光,4A景区,热度 0.78,广西壮族自治区贺州市八步区姑婆山大道姑婆山国家森林公园,大自然的森林氧吧,"111.56721,24.622001"
广西·贺州·八步区,玉石林,578584062,自然风光,,热度 0.72,广西省贺州市八步区黄田镇清面村,9月莲藕节周末到黄姚畅饮清爽荷叶茶,"111.621357,24.521089"
广西·贺州·八步区,紫云景区,520920137,公园,3A景区,热度 0.7,广西省贺州市八步区鹅塘粟木村,9月莲藕节一饱佳藕天成的眼福和口福,"111.525641,24.373496"
广西·贺州·八步区,贺州园博园,3271469636,公园,,热度 0.0,广西省贺州市八步区莲塘镇东鹿村与平桂区鹅塘镇厦岛村交界范围,生态贺州、长寿胜地,"111.603186,24.386674"
广西·贺州·八步区,大桂山国家森林公园,1526280686,公园,,热度 0.0,广西壮族自治区贺州市八步区步头镇,走进《月光恋》，探秘客家文化化,"111.719288,24.16789"
广西·贺州·昭平县,黄姚古镇,3457869885,文化古迹,4A景区,热度 1.0,广西壮族自治区贺州市昭平县,诗境家园，电影《面纱》拍摄地,"111.209664,24.254288"
广西·柳州,三江县仙人山景区,2865823349,农家度假,,热度 0.0,广西柳州市三江侗族自治县八江乡布央村仙人山茶场,海拔1000多米山上终年云雾缭绕四季如春,"109.522943,25.858929"
广西·柳州,柳州卡乐星球,837643663,游乐场,,热度 0.0,广西壮族自治区柳州市翠岭路9号,“科技版欢乐谷”，育智于乐,"109.553059,24.392098"
广西·柳州·城中区,柳州游泳馆,663255346,运动健身,,热度 0.0,广西柳州市城中区东环大道体育中心内,广西惟一集游泳、跳水、训练三池一体游泳馆,"109.443815,24.352947"
广西·柳州·凤凰河温泉生态旅游区,凤凰河水上乐园,3564767907,游乐场,,热度 0.0,广西省柳州市柳江县洛满镇露新路66号,集水上竞技与亲子互动戏水的奇妙世界,"109.305265,24.408702"
广西·柳州·柳北区,柳州云顶观光,3805804367,城市观光,,热度 0.0,广西省柳州市柳北区广场路6-2号,城市高空景观旅游和城市会客厅,"109.418556,24.326399"
广西·柳州·鹿寨县,鹿寨香桥国家地质公园,3976483437,公园,4A景区,热度 0.7,广西柳州市鹿寨县中渡镇境内,“龙、藤、沙、池”为洞内四大奇观,"109.668698,24.749899"
广西·柳州·三江县,程阳八寨景区,2247288538,文化古迹,4A景区,热度 0.7,广西省柳州市三江侗族自治县林溪乡程阳八寨,别具一格的建筑技艺和雄伟风姿而闻名于世,"109.647018,25.901019"
广西·柳州·三江县,广西《坐妹》大型实景演出,2680964890,文化古迹,,热度 0.0,广西柳州三江古宜镇侗乡鸟巢,非物质文化遗产,"109.621558,25.785558"
广西·柳州·三江县,柳州三江县丹洲古镇景区,1287048627,文化古迹,4A景区,热度 0.0,广西柳州市三江县丹洲镇丹洲村,一座文化底蕴深厚的岛上古县城,"109.452275,25.378445"
广西·柳州·三江县,三江风雨桥,2100202374,城市观光,,热度 0.0,广西壮族自治区柳州市三江侗族自治县福桥东路与月亮街交汇处,集侗族木构建筑精华于一体,"109.6093,25.782289"
广西·柳州·鱼峰区,柳州克里湾水乐园,421144992,游乐场,,热度 0.0,广西柳州市鱼峰区九子岭大道36号,可辐射全广西的大型主题体验型室外水乐园,"109.546165,24.390916"
广西·柳州·鱼峰区,百里柳江旅游景区,2016090440,城市观光,4A景区,热度 0.0,柳州市市区流域,体验水上公交，爱上柳州,"109.424275,24.312569"
广西·南宁,南宁万达雨林乐园,354813850,游乐场,,热度 0.0,南宁市五象新区良堤路6号南宁万达茂万达雨林乐园,原始雨林与文明遗迹相结合的主题乐园.,"108.437865,22.774459"
广西·南宁·江南区,良凤江国家森林公园,2890004407,公园,3A景区,热度 0.0,广西省南宁市江南区友谊路78号,林木繁茂，亭阁错落，芳草萋萋,"108.293238,22.728044"
广西·南宁·江南区,南宁冰雪大世界,1812350577,游乐场,,热度 0.0,广西南宁市江南区沙井大道56号华南城2号馆北侧,只愿为您呈现一场高品质的冰雪盛宴,"108.255188,22.807764"
广西·南宁·九曲湾温泉度假村,九曲湾水世界,1775765094,游乐场,,热度 0.0,广西壮族自治区南宁市兴宁区三塘镇九曲湾温泉路9号,向不同年龄层的游客提供无穷的乐趣,"108.424649,22.890142"
广西·南宁·良庆区,南宁万达乐园,722054860,游乐场,,热度 0.0,广西省南宁市五象新区良堤路6号万达茂1号门,带来一场极具震撼的全息五感体验文化盛宴,"108.438507,22.777888"
广西·南宁·隆安县,南宁隆安龙虎山风景区,1161225453,自然风光,4A景区,热度 0.76,广西南宁市隆安县龙虎山自然保护区,竹排观光、猕猴水上狂欢，千万不要错过,"107.64443,22.962005"
广西·南宁·马山县,水锦顺庄旅游景区,4290686166,自然风光,,热度 0.0,广西省南宁市马山县古零镇乐平村水锦屯距马山县城约28公里,令人惊叹的山水画卷,"108.340203,23.584258"
广西·南宁·青秀区,青秀山旅游区,3758170695,自然风光,5A景区,热度 0.82,广西壮族自治区南宁市青秀区青山路19号,被誉为“南宁市的巨肺”,"108.395117,22.79308"
广西·南宁·青秀区,花雨湖生态休闲旅游区,3485079890,农家度假,,热度 0.0,广西省南宁市青秀区南阳镇施厚村平沙坡南草樟水库,周末节假休息娱乐的好去处,"108.74414,22.771792"
广西·南宁·青秀区,侯哥花果山,329349532,农家度假,,热度 0.0,广西壮族自治区南宁市青秀区三塘镇四塘社区六村村委坛造坡,生态、休闲、采摘、种养为特点的果园农家乐,"108.342475,22.812051"
广西·南宁·青秀区,南宁方特东盟神画,1253277244,游乐场,,热度 0.0,广西省南宁市青秀区青环路66号,全新的大型高科技主题乐园,"108.433052,22.787404"
广西·南宁·青秀区,地王云顶,896091654,城市观光,3A景区,热度 0.78,广西壮族自治区南宁市青秀区金湖路59号地王大厦59楼,西南著名高楼，特色透明玻璃走廊,"108.376465,22.822297"
广西·南宁·武鸣县,伊岭岩,3142652047,公园,3A景区,热度 0.74,广西壮族自治区南宁市武鸣县双桥镇伊岭村,典型的喀斯特岩溶洞，钟乳密布，千姿百态,"108.302464,23.042285"
广西·南宁·武鸣县,南宁花花大世界,1748306452,公园,,热度 0.0,广西壮族自治区南宁市武鸣县双桥镇伊岭工业区,综合性园林产业示范园区,"108.281188,23.020775"
广西·南宁·西乡塘区,龙门水都,1615698442,文化古迹,,热度 0.0,广西壮族自治区南宁市西乡塘区振兴路,现代时尚水乡,"108.265236,22.891265"
广西·南宁·西乡塘区,八桂田园景区,2263628946,农家度假,4A景区,热度 0.78,广西南宁市西乡搪路18号,围绕现代农业展示的全国农业科普示范基地,"108.24937900424,22.857470740936"
广西·南宁·西乡塘区,青瓦房古村落,1200377020,农家度假,,热度 0.0,广西壮族自治区南宁市西乡塘区石埠街道下灵村6队,集民俗风情、吃喝玩乐住于一体,"108.198141,22.815481"
广西·南宁·西乡塘区,飞越丛林探险乐园,2172535824,游乐场,,热度 0.0,广西壮族自治区南宁市西乡塘区罗文大道（广西艺术学院后面）芦仙山景区飞越丛林,集冒险、运动、娱乐、挑战于一体的户外运动,"108.225271,22.868804"
广西·南宁·兴宁区,南宁人民公园,97000608,公园,4A景区,热度 0.7,广西省南宁市民主路,一座林木葱茏、端严秀整的山坡,"108.337043,22.834287"
广西·南宁·兴宁区,嘉和城温泉谷,3691093080,游乐场,4A景区,热度 0.72,广西省南宁市兴宁区昆仑大道995号嘉和城内,设施齐全，交通便利，市民休闲度假好去处,"108.460689,22.907205"
广西·南宁·兴宁区,广西民族博物馆,1794858148,展馆,4A景区,热度 0.72,广西南宁青环路11号,立面对称，造型庄重，轮廓分明，美观大方,"108.43447585888,22.784193650607"
广西·钦州·钦南区,三娘湾,4294569891,自然风光,4A景区,热度 1.0,广西钦州市钦南区,在此尽享蓝天碧水，人欢鱼跃的情趣,"108.763872,21.628369"
广西·梧州·藤县,石表山景区,963696135,游乐场,4A景区,热度 0.0,广西壮族自治区梧州市藤县象棋镇道家村,理想的观光、娱乐、休闲、疗养场所,"110.69924,23.121885"
广西·玉林·北流市,大容山,1922561836,自然风光,,热度 1.0,广西壮族自治区玉林市北流市,春雾、夏凉、秋爽、冬干,"110.28956,22.858593"
广西·玉林·北流市,勾漏洞,2856565107,公园,3A景区,热度 0.9800000000000001,广西壮族自治区玉林北流市勾漏山主峰下,典型的岩溶地貌景观,"110.39738,22.746452"
广西·玉林·北流市,玉林水上世界娱乐中心,167996124,游乐场,,热度 0.0,广西省玉林市北流市新圩镇园艺场水上世界娱乐中心,与您共度清凉一“夏”,"110.24017,22.736471"
广西·玉林·容县,容州古城,387631617,文化古迹,4A景区,热度 0.0,广西壮族自治区玉林市容县东外街,杨贵妃的故乡,"110.567084,22.861566"
广西·玉林·容县,天堂湖温泉度假山庄,1649276130,农家度假,,热度 0.0,广西省玉林市容县黎村镇温泉村,乡村田园沁香，纯天然的温泉浸泡,"110.733025,22.568897"
广西·玉林·玉州区,五彩田园农业嘉年华,1689914940,农家度假,,热度 0.0,广西玉林玉州区鹿塘村,常年开放的高科技农业展示馆,"110.300983,22.647005"
广西·玉林·玉州区,克拉湾水上乐园,3128016733,游乐场,,热度 0.0,广西省玉林市玉州区江滨东路9号（园博园北门西侧）,惊险刺激地浪翻整个夏季,"110.201456,22.626572"
广西·玉林·玉州区,云天文化城,2834188591,城市观光,,热度 0.0,广西省玉林市玉州区江滨路461号,浓缩著名建筑风格为一体的巨型仿古建筑,"110.172153,22.628989"
贵州·安顺·关岭县,天星桥,1616344248,自然风光,4A景区,热度 0.74,贵州省安顺市关岭县,石树水美妙结合，玲珑秀美的天然盆景区,"105.686279,25.95361"
贵州·安顺·关岭县,奇缘谷冰雪小镇,3031512480,运动健身,,热度 0.0,贵州省安顺市关岭布依族苗族自治县永宁镇,酒神雕像等系列欧式风,"105.495706,25.909706"
贵州·安顺·黄果树风景名胜区,黄果树瀑布,582263979,自然风光,5A景区,热度 1.0,贵州省安顺镇宁布依族苗族自治县黄果树瀑布,是世界著名大瀑布之一,"105.67645,25.994852"
贵州·安顺·黄果树风景名胜区,陡坡塘瀑布,1464306191,自然风光,,热度 0.76,贵州省安顺市镇宁县黄果树镇黄果树瀑布上游1公里处,洪水来之前，瀑布发出轰隆的吼声,"105.679146,26.004002"
贵州·安顺·黄果树风景名胜区,黄果树奇石馆,3415514781,展馆,,热度 0.0,贵州省安顺市镇宁县黄果树风景区内,惊叹这“天遣瑰宝”的神奇,"105.691652,26.007444"
贵州·安顺·平坝县,天龙屯堡,3562452571,文化古迹,,热度 0.78,贵州省安顺市平坝县,历史上险峻的屯兵之所,"106.169488,26.357418"
贵州·安顺·西秀区,山里江南旅游休闲度假区,3172312164,农家度假,,热度 0.0,安顺市西秀区旧州镇东环路,屯堡文化和灵动的江南风光完美的结合,"106.152197,26.257939"
贵州·安顺·镇宁县,龙宫风景区,921342118,自然风光,5A景区,热度 0.72,贵州省安顺市镇宁县龙宫镇,览龙宫知天下水洞，荡轻舟临人间仙境,"105.895189,26.098328"
贵州·安顺·镇宁县,黄果树风景名胜区,600912780,自然风光,5A景区,热度 0.0,贵州省安顺镇宁布依族苗族自治县黄果树风景名胜区,珠帘钩不卷，匹练挂遥峰,"105.673786,25.987789"
贵州·毕节·织金县,织金洞,4081580954,自然风光,4A景区,热度 1.0,贵州省毕节市织金县官寨乡织金洞景区,黄山归来不看岳， 织金洞外无洞天,"105.902441,26.770667"
贵州·贵阳,森哒星生态度假公园,1936341149,游乐场,,热度 0.0,贵州贵安新区黔中路与北斗湖之路交汇处云漫湖国际旅游休闲度假区内,真正的家庭型自然探索生态度假公园,"106.443937,26.378834"
贵州·贵阳·白云区,贵阳欢乐世界,1447302290,游乐场,,热度 0.0,贵州省贵阳市白云区白云南路65号（原白云公园）,动漫主题游乐园带你来到畅游动漫的王国,"106.646828,26.677411"
贵州·贵阳·观山湖区,观山湖生态温泉水上乐园,1605486184,游乐场,,热度 0.0,贵州省贵阳市观山湖区翁贡村,“三洗之地”（洗肺，洗心，洗身）,"106.570012,26.625321"
贵州·贵阳·花溪区,天河潭旅游度假区,1703719381,自然风光,4A景区,热度 0.82,贵州省贵阳市花溪区石板镇天河潭风景区,黄果树瀑布之雄，龙宫之奇花溪之秀,"106.586422,26.44822"
贵州·贵阳·花溪区,青岩古镇,1308678621,文化古迹,5A景区,热度 0.82,贵阳市花溪区交通路240号,由土城而渐成街巷纵横错综之石城,"106.695326,26.339051"
贵州·贵阳·南明区,贵阳恋爱博物馆,2138056052,展馆,,热度 0.0,贵阳南明区花果园兰花广场m区2栋1901,让单身的在这里找寻另一半，恋爱的在这里见证爱情，异地的在这里给你坚持下去的决心，失恋的在这里走出悲伤，,"106.688359,26.56684"
贵州·贵阳·南明区,贵州多彩名人蜡像馆,4181019486,展馆,,热度 0.0,贵阳市南明区龙洞堡老里坡1号海洋馆右,,"0.0,0.0"
